Unnamed: 0,Date,Close,High,Low,Open,Volume
1399,2025-07-25,32.45000076293945,32.650001525878906,32.099998474121094,32.099998474121094,262
1398,2025-07-24,32.358001708984375,32.435001373291016,32.17499923706055,32.3849983215332,4152
1397,2025-07-23,32.689998626708984,33.69499969482422,32.60499954223633,33.505001068115234,4152
1396,2025-07-22,33.11100006103516,33.404998779296875,32.95000076293945,33.21500015258789,4214
1395,2025-07-21,33.15900039672852,33.915000915527344,33.125,33.83000183105469,2221
1394,2025-07-18,33.595001220703125,34.599998474121094,33.43000030517578,34.599998474121094,6457
1393,2025-07-17,34.40700149536133,35.25,34.32500076293945,35.13999938964844,6837
1392,2025-07-16,34.80899810791016,35.1150016784668,34.45000076293945,34.654998779296875,14478
1391,2025-07-15,34.44499969482422,35.14500045776367,34.20500183105469,35.10499954223633,19497
1390,2025-07-14,35.45399856567383,36.31999969482422,35.09000015258789,35.540000915527344,12245
1389,2025-07-11,35.56100082397461,35.6150016784668,34.755001068115234,34.93000030517578,10928
1388,2025-07-10,35.16999816894531,35.349998474121094,34.654998779296875,34.654998779296875,12660
1387,2025-07-09,34.30400085449219,34.900001525878906,34.275001525878906,34.31999969482422,8654
1386,2025-07-08,34.21900177001953,34.59000015258789,33.89500045776367,34.005001068115234,15257
1385,2025-07-07,33.62099838256836,34.04499816894531,32.98500061035156,33.209999084472656,7415
1384,2025-07-04,33.43000030517578,33.95000076293945,33.275001525878906,33.95000076293945,0
1383,2025-07-03,33.62099838256836,34.209999084472656,33.435001373291016,33.650001525878906,0
1382,2025-07-02,33.590999603271484,34.42499923706055,33.209999084472656,33.97999954223633,17111
1381,2025-07-01,33.69300079345703,33.845001220703125,32.8849983215332,33.099998474121094,9591
1380,2025-06-30,32.89799880981445,33.45000076293945,32.70000076293945,33.349998474121094,2424
1379,2025-06-27,33.08700180053711,33.08700180053711,33.08700180053711,33.08700180053711,6001
1378,2025-06-26,34.02399826049805,35.310001373291016,34.02399826049805,35.30500030517578,126
1377,2025-06-25,35.4010009765625,35.94499969482422,35.119998931884766,35.45000076293945,785
1376,2025-06-24,35.6150016784668,36.54999923706055,35.084999084472656,36.48500061035156,805
1375,2025-06-23,40.52199935913086,41.900001525878906,40.290000915527344,41.59999847412109,4112
1374,2025-06-20,40.92900085449219,41.79499816894531,39.880001068115234,39.95500183105469,8706
1373,2025-06-18,38.69300079345703,40.3650016784668,38.65499877929688,39.54999923706055,0
1372,2025-06-17,39.30899810791016,39.70000076293945,38.17499923706055,38.18000030517578,11950
1371,2025-06-16,37.90599822998047,39.48500061035156,37.39500045776367,38.66999816894531,9549
1370,2025-06-13,37.89400100708008,38.459999084472656,37.10499954223633,37.595001220703125,9589
1369,2025-06-12,36.17699813842773,36.5,35.76499938964844,36.40499877929688,8371
